termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
198,PARGapNAQM,"Photosynthetically active radiation quality metric that summarizes when the gap test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
199,PARSpikeFailQM,"Photosynthetically active radiation quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
200,PARSpikePassQM,"Photosynthetically active radiation quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
201,PARSpikeNAQM,"Photosynthetically active radiation quality metric that summarizes when the spike test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
202,PARConsistencyFailQM,"Photosynthetically active radiation quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
203,PARConsistencyPassQM,"Photosynthetically active radiation quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
204,PARConsistencyNAQM,"Photosynthetically active radiation quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
205,PARAlphaQM,"Photosynthetically active radiation quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,NULL,NULL,NULL
206,PARBetaQM,"Photosynthetically active radiation quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,NULL,NULL,NULL
207,PARFinalQF,"Photosynthetically active radiation quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,NULL,NULL,NULL
208,outPARMean,"Arithmetic mean of outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecond,real,NULL,NULL,NULL,NULL,NULL
209,outPARMinimum,"Minimum outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecond,real,NULL,NULL,NULL,NULL,NULL
210,outPARMaximum,"Maximum outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecond,real,NULL,NULL,NULL,NULL,NULL
211,outPARVariance,"Variance in outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecondSquared,real,NULL,NULL,NULL,NULL,NULL
212,outPARNumPts,"Number of points used to calculate the arithmetic mean of outgoing photosynthetically active radiation",NA,real,NULL,NULL,NULL,NULL,NULL
213,outPARExpUncert,"Expanded uncertainty for outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecond,real,NULL,NULL,NULL,NULL,NULL
214,outPARStdErMean,"Standard error of the mean for outgoing photosynthetically active radiation",micromolesPerSquareMeterPerSecond,real,NULL,NULL,NULL,NULL,NULL
215,outPARRangeQAQCRpt,"Outgoing PAR quality assurance and quality control report for the range test, which indicates whether a datum exceeds a realisitc value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
216,outPARPersistenceQAQCRpt,"Outgoing PAR quality assurance and quality control report for the persistence test, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
217,outPARStepQAQCRpt,"Outgoing PAR quality assurance and quality control report for the step test, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
218,outPARNullQAQCRpt,"Outgoing PAR quality assurance and quality control report for the null test, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
219,outPARGapQAQCRpt,"Outgoing PAR quality assurance and quality control report for the gap test, which indicates that the datum is missing and is apart of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,NULL,NULL,NULL
220,outPARConsistencyQAQCRpt,"Outgoing PAR quality assurance and quality control report for the consistency test, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
221,outPARSpikeQAQCRpt,"Outgoing PAR quality assurance and quality control report for the spike test, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
222,outPARAlphaQAQCRpt,"Outgoing PAR quality assurance and quality control report for the alpha quality flag, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
223,outPARBetaQAQCRpt,"Outgoing PAR quality assurance and quality control report for the beta quality flag, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
224,outPARRangeFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
225,outPARRangePassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
226,outPARRangeNAQM,"Outgoing photosynthetically active radiation quality metric that summarizes when the range test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
227,outPARPersistenceFailQM,"Outgoing PAR quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
228,outPARPersistencePassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
229,outPARPersistenceNAQM,"Outgoing PAR quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
230,outPARStepFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
231,outPARStepPassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
232,outPARStepNAQM,"Outgoing PAR quality metric that summarizes when the step test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
233,outPARNullFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
234,outPARNullPassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
235,outPARNullNAQM,"Outgoing PAR quality metric that summarizes when the null test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
236,outPARGapFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
237,outPARGapPassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
238,outPARGapNAQM,"Outgoing PAR quality metric that summarizes when the gap test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
239,outPARSpikeFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
240,outPARSpikePassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
241,outPARSpikeNAQM,"Outgoing PAR quality metric that summarizes when the spike test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
242,outPARConsistencyFailQM,"Outgoing PAR quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
243,outPARConsistencyPassQM,"Outgoing PAR quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
244,outPARConsistencyNAQM,"Outgoing PAR quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent",percent,real,ratio,NULL,NULL,NULL,NULL
245,outPARAlphaQM,"Outgoing PAR quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,NULL,NULL,NULL
246,outPARBetaQM,"Outgoing PAR quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,NULL,NULL,NULL
247,outPARFinalQF,"Outgoing PAR quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,NULL,NULL,NULL
248,priPrecipBulk,"Bulk primary precipitation",millimeter,real,NULL,NULL,NULL,NULL,NULL
249,priPrecipExpUncert,"Expanded uncertainty for primary precipitation",millimeter,real,NULL,NULL,NULL,NULL,NULL
250,priPrecipStabilityQF,"Stability quality flag indicating whether or not the strain gauges were stable for a measurement period, (0 = stable, 1 = unstable, -1=NA (i.e., could not be run))",NA,"unsigned integer",nominal,NULL,NULL,NULL,NULL
251,priPrecipHeaterQF,"Primary precipitation heater quality flag indicating whether the heater was operational for a measurement period, (0 = off, 1 = on, -1=NA (i.e., could not be run))",NA,"unsigned integer",nominal,NULL,NULL,NULL,NULL
252,priPrecipAveragingQF,"Quality flag indicating how the precipitation value was calculated from the three strain gauges (0 = average of all three strain gauges; 1,2, and 4 = average of two of the three strain gauges; 3,5, and 6 = only one strain gauge was used; 7 = average is determined according to averaging2QF), detailed in NEON.DOC.000654",NA,"unsigned integer",NULL,NULL,NULL,NULL,NULL
253,priPrecipAveraging2QF,"Quality flag indicating how the precipitation value was calculated from the three strain gauges if averaging QF = 7 (0 = average of all three strain gauges; 1,2, and 4 = average of two of the three strain gauges; 3,5, and 6 = only one strain gauge was used; 7 =no precipitation value was calculated for that time period), detailed in NEON.DOC.000654",NA,"unsigned integer",NULL,NULL,NULL,NULL,NULL
254,priPrecipRangeQF,"Primary precipitation quality flag for the range test, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"unsigned integer",nominal,NULL,NULL,NULL,NULL
255,priPrecipNullQF,"Primary precipitation quality flag for the null test, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
256,secPrecipBulk,"Bulk secondary precipitation",millimeter,real,NULL,NULL,NULL,NULL,NULL
257,secPrecipExpUncert,"Expanded uncertainty for secondary precipitation",millimeter,real,NULL,NULL,NULL,NULL,NULL
258,secPrecipHeaterQAQCRpt,"Secondary precipitation quality assurance and quality control report for the heater test, which indicates the state of the sensor's heaters, detailed in NEON.DOC.000816 (0=off, 1=base heater is active, 2=funnel heater is active, 3=both heaters are active)",NA,string,nominal,NULL,NULL,NULL,NULL
263,secPrecipHeater0QM,"Secondary precipitation quality metric that summarizes when the heater flag was set to 0 over the averaging period, as a percent and detailed in NEON.DOC.000816",NA,real,ratio,NULL,NULL,NULL,NULL
264,secPrecipHeater1QM,"Secondary precipitation quality metric that summarizes when the heater flag was set to 1 over the averaging period, as a percent and detailed in NEON.DOC.000816",NA,real,ratio,NULL,NULL,NULL,NULL
265,secPrecipHeater2QM,"Secondary precipitation quality metric that summarizes when the heater flag was set to 2 over the averaging period, as a percent and detailed in NEON.DOC.000816",NA,real,ratio,NULL,NULL,NULL,NULL
266,secPrecipHeater3QM,"Secondary precipitation quality metric that summarizes when the heater flag was set to 3 over the averaging period, as a percent and detailed in NEON.DOC.000816",NA,real,ratio,NULL,NULL,NULL,NULL
267,tempSingleMean,"Arithmetic mean of single aspirated air temperature",celsius,real,NULL,NULL,NULL,NULL,NULL
268,tempSingleMinimum,"Minimum single aspirated air temperature",celsius,real,NULL,NULL,NULL,NULL,NULL
269,tempSingleMaximum,"Maximum single aspirated air temperature",celsius,real,NULL,NULL,NULL,NULL,NULL
270,tempSingleVariance,"Variance in single aspirated air temperature",celsiusSquared,real,NULL,NULL,NULL,NULL,NULL
271,tempSingleNumPts,"Number of points used to calculate the arithmetic mean of single aspirated air temperature",number,real,NULL,NULL,NULL,NULL,NULL
272,tempSingleExpUncert,"Expanded uncertainty for single aspirated air temperature",celsius,real,NULL,NULL,NULL,NULL,NULL
273,tempSingleStdErMean,"Standard error of the mean for single aspirated air temperature",celsius,real,NULL,NULL,NULL,NULL,NULL
274,rangeQAQCRpt,"Quality assurance and quality control report for the range test, which indicates whether a datum exceeds a realisitc value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,NULL,NULL,NULL
